trait_type,phenocode,pheno_sex,coding,modifier,n_cases,n_controls,heritability,description
categorical,41210,both_sexes,Y493,"",211,394630,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y502,"",373,394468,0.04063608512701717,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y508,"",6531,388310,0.02654034923761631,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y528,"",1356,393485,0.027248362238016348,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y531,"",7082,387759,0.01479431280347117,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y532,"",14984,379857,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y533,"",2242,392599,0.02358118356404401,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y534,"",19562,375279,0.01719456848654718,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y535,"",6893,387948,0.016549319439445983,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y536,"",272,394569,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y538,"",507,394334,0.10340892049471523,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y539,"",4890,389951,0.018305911926650157,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y581,"",255,394586,0.15672209780657986,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y588,"",1774,393067,0.01286145750134569,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y589,"",438,394403,0.08294646818630433,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y591,"",474,394367,0.270124779034231,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y658,"",460,394381,0.1615265361767326,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y663,"",911,393930,0.030113614506496567,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y668,"",345,394496,0.013020109585881253,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y672,"",225,394616,0.24552219347067372,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y698,"",542,394299,0.046746526555622926,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y701,"",454,394387,0.04675232691569462,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y703,"",955,393886,0.05821503525747996,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y705,"",1598,393243,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y711,"",907,393934,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y712,"",936,393905,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y713,"",2261,392580,0.02679322566531965,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y714,"",1138,393703,0.019210135677948333,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y718,"",391,394450,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y731,"",2512,392329,0.038238087571000993,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y744,"",691,394150,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y751,"",670,394171,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y752,"",14496,380345,0.014651689354798832,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y753,"",518,394323,0.04851688299945681,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y761,"",1423,393418,0.027800985537618665,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y762,"",377,394464,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y763,"",490,394351,0.09775906362884673,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y765,"",146,181082,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y766,"",180,394661,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y767,"",6796,388045,0.016920812665267914,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y789,"",229,394612,0.16444729921237222,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y798,"",170,394671,0.0803334898393732,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y801,"",2669,392172,0.06153501940503559,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y802,"",3129,391712,0.02170940603112975,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y803,"",2132,392709,0.04767536875213353,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y804,"",1841,393000,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y808,"",1242,393599,0.05538445502850795,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y809,"",6749,388092,0.019497641722179947,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y811,"",3057,391784,0.029898803181079445,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y818,"",785,394056,0.04095253108314237,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y819,"",3390,391451,0.031647214092929844,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y821,"",2008,392833,0.04977728899853947,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y822,"",8300,386541,0.020607307742971342,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y823,"",5545,389296,0.02147494987018047,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y828,"",1543,393298,0.03301117663086424,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y829,"",10793,384048,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y841,"",1150,212463,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y842,"",3384,391457,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y848,"",1750,393091,0.07292176798562174,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y849,"",214,394627,0.10113141397949424,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y903,"",2703,392138,0.029486537204422562,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y911,"",897,393944,0.07315273272997733,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y912,"",368,394473,0.06996140938286233,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y919,"",236,394605,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y953,"",134,213479,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y954,"",161,213452,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y971,"",1199,393642,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y973,"",11724,383117,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y979,"",509,394332,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y981,"",24126,370715,0.010852549049882353,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y982,"",9040,385801,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y983,"",3709,391132,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y984,"",1040,393801,0.016714538280511764,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y985,"",343,394498,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Y989,"",176,394665,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z019,"",273,394568,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z061,"",302,394539,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z063,"",499,394342,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z071,"",367,394474,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z073,"",1827,393014,0.055571347161617664,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z078,"",298,394543,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z092,"",496,394345,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z094,"",719,394122,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z097,"",497,394344,0.09684779467100521,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z112,"",292,394549,0.17244345944507697,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z124,"",934,393907,0.1101412333587051,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z128,"",381,394460,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z151,"",280,213333,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z152,"",824,212789,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z159,"",402,213211,0.176533387979196,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z164,"",234,394607,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z201,"",262,394579,0.09233640125498513,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z221,"",664,394177,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z245,"",1553,393288,0.011786795201500505,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z246,"",1165,393676,0.01993331475947641,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z251,"",191,394650,0.14862262450158,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z271,"",7126,387715,0.021590593065307938,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z272,"",28150,366691,0.011164980955605417,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z273,"",1935,392906,0.01832224873738504,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z274,"",30511,364330,0.012856893115242825,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z276,"",8736,386105,0.020645308836412087,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z278,"",1166,393675,0.05446752637254357,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z279,"",783,394058,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z282,"",23184,371657,0.010459358504217024,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z283,"",6952,387889,0.016384171522949745,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z284,"",7877,386964,0.01624634115012947,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z285,"",9738,385103,0.012767806567187264,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z286,"",15915,378926,0.010827893826758252,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z287,"",7234,387607,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z288,"",2813,392028,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z289,"",717,394124,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z291,"",11417,383424,0.014475830400899196,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z292,"",572,394269,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z294,"",354,394487,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z298,"",444,394397,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z301,"",371,394470,0.0642113825404096,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z311,"",240,394601,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z342,"",253,394588,0.07688941163429155,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z349,"",335,394506,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z359,"",176,394665,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z361,"",484,394357,0.1500587722898729,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z364,"",189,394652,0.05856883735241485,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z378,"",193,394648,0.12305013999337083,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z381,"",241,394600,0.2084807810646907,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z383,"",661,394180,0.17034722644530242,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z385,"",373,394468,0.2281596597478366,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z386,"",184,394657,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z398,"",273,394568,0.03564583461849039,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z401,"",2109,392732,0.026409750277016798,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z404,"",503,394338,0.01303727123201176,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z411,"",1422,393419,0.03522923925476465,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z413,"",1446,393395,0.017703029599502425,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z421,"",1660,393181,0.029416780393564747,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z422,"",424,180804,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z451,"",360,213253,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z471,"",2631,392210,0.019749943122955055,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z472,"",1986,392855,0.0664134940844852,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z473,"",4183,390658,0.02851530535370104,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z474,"",428,394413,0.050290244180282224,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z475,"",775,394066,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z478,"",1022,393819,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z479,"",479,394362,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z481,"",3052,391789,0.06627653183453903,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z482,"",3845,390996,0.02387854634739643,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z488,"",239,394602,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z491,"",1432,212181,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z492,"",1224,393617,0.054813504398735106,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z493,"",4393,390448,0.013368164637733979,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z494,"",5740,389101,0.023773315894473068,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z495,"",791,394050,0.0627821001195858,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z496,"",1269,393572,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z497,"",466,394375,0.0150606909184099,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z498,"",1753,393088,0.025389996317529064,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z499,"",231,394610,0.1327255197225783,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z501,"",4743,390098,0.015233629319879526,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z502,"",1891,392950,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z503,"",3900,390941,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z504,"",6441,388400,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z505,"",1271,393570,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z506,"",542,394299,0.017292242559058292,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z507,"",243,394598,0.09203394176640277,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z508,"",289,394552,0.0225509447234062,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z529,"",368,394473,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z534,"",215,213398,0.1458758441783761,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z539,"",257,394584,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z542,"",373,394468,0.13130052734961417,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z544,"",894,393947,0.09337316207898466,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z548,"",212,394629,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z551,"",326,394515,0.044270108145392034,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z552,"",396,394445,0.10349729277006663,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z561,"",231,394610,0.05252693083602119,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z563,"",417,394424,0.14635916280792963,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z564,"",417,394424,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z567,"",1046,393795,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z568,"",765,394076,0.1548765232243361,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z569,"",726,394115,0.06398241088250842,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z573,"",410,394431,0.07256735307179069,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z577,"",183,394658,0.04847315420154894,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z578,"",192,394649,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z581,"",961,393880,0.018238320906025004,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z583,"",185,394656,0.018768086109511885,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z586,"",495,394346,0.028721226818379842,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z588,"",226,394615,0.14584202597301024,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z592,"",283,394558,0.10159894942844541,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z598,"",363,394478,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z602,"",240,394601,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z604,"",262,394579,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z613,"",167,213446,0.1435440037041713,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z663,"",1827,393014,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z664,"",1370,393471,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z665,"",2596,392245,0.03683069895253806,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z668,"",1123,393718,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z673,"",543,394298,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z674,"",190,394651,0.0955364575363488,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z675,"",2616,392225,0.018255506641322892,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z676,"",1749,393092,0.06088498152963367,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z681,"",743,394098,0.02017805279416996,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z682,"",791,394050,0.07000047763785357,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z691,"",170,394671,0.0288919874031799,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z697,"",199,394642,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z701,"",280,394561,0.2669392761417189,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z705,"",4198,390643,0.024356220976612775,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z711,"",709,394132,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z716,"",287,394554,0.09228651458102123,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z719,"",183,394658,0.12119592023989037,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z722,"",199,394642,0.037866360223308755,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z724,"",1026,393815,0.015258855360154271,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z731,"",175,394666,0.05735537641934298,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z732,"",421,394420,0.10489833862071168,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z733,"",182,394659,0.05925420516742457,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z734,"",867,393974,0.05531718613363871,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z753,"",1294,393547,0.022045773225074686,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z756,"",628,394213,0.06160986395506286,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z757,"",224,394617,0.10364536339728837,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z758,"",172,394669,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z761,"",354,394487,0.20368657384890093,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z762,"",333,394508,0.0354014526343177,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z763,"",567,394274,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z764,"",199,394642,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z765,"",893,393948,0.08662625554529002,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z768,"",185,394656,0.24921768692273688,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z769,"",449,394392,0.09614401963624454,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z772,"",215,394626,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z773,"",815,394026,0.0586695016127715,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z774,"",712,394129,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z775,"",576,394265,0.06528620984190979,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z779,"",572,394269,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z784,"",914,393927,0.08367953823961276,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z785,"",472,394369,0.05946710414239859,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z787,"",1328,393513,0.061571533044619826,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z792,"",426,394415,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z801,"",1815,393026,0.07031253774519,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z802,"",796,394045,0.09197655342563686,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z803,"",936,393905,0.03582567017280748,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z804,"",413,394428,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z809,"",375,394466,0.16370479051737666,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z812,"",2698,392143,0.016436642268437333,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z813,"",280,394561,0.09005157953895385,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z814,"",4203,390638,0.02335570426670923,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z815,"",1344,393497,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z823,"",983,393858,0.056738398639457524,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z828,"",445,394396,0.13240740056577224,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z829,"",1044,393797,0.014079508932444295,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z831,"",405,394436,0.22946697594177126,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z832,"",401,394440,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z833,"",241,394600,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z834,"",801,394040,0.08701807456652838,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z835,"",588,394253,0.11051605122616387,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z839,"",189,394652,0.03865852208228394,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z841,"",1381,393460,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z843,"",3663,391178,0.05032297769696403,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z844,"",547,394294,0.07772440127924007,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z845,"",659,394182,0.04089135569468848,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z846,"",8532,386309,0.022658601927093715,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z853,"",199,394642,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z854,"",296,394545,0.12492113222790951,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z856,"",2651,392190,0.020278519216950373,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z863,"",480,394361,0.05362110106628934,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z864,"",2070,392771,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z865,"",1071,393770,0.03744230346726515,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z866,"",1246,393595,0.049067263309814854,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z868,"",211,394630,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z869,"",192,394649,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z872,"",284,394557,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z891,"",891,393950,0.04119771348597044,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z893,"",362,394479,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z894,"",327,394514,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z895,"",1128,393713,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z896,"",2825,392016,0.014532891523115727,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z897,"",293,394548,0.026559028471770454,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z899,"",190,394651,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z902,"",337,394504,0.04367766044301178,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z903,"",483,394358,0.10081910917522802,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z904,"",677,394164,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z905,"",933,393908,0.01876651159085285,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z906,"",957,393884,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z907,"",594,394247,0.026219006051108284,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z909,"",610,394231,0.06219188394713838,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z911,"",150,394691,0.15174594439966796,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z918,"",487,394354,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z921,"",1737,393104,0.01163908618813174,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z923,"",991,393850,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z924,"",4266,390575,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z925,"",320,394521,0.027077192837779866,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z926,"",9786,385055,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z927,"",2609,392232,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z928,"",247,394594,0.02353673538470337,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z941,"",23250,371591,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z942,"",112771,282070,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z943,"",107667,287174,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z944,"",309,394532,0.0,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z949,"",301,394540,0.13134046103862004,Operative procedures - secondary OPCS4
categorical,41210,both_sexes,Z954,"",632,394209,0.0,Operative procedures - secondary OPCS4
